feature,drift_type,baseline_missing_rate,batch_missing_rate,absolute_difference,threshold,drift_flag,baseline_mean,batch_mean,baseline_std,std_multiplier,status,baseline_median,batch_median,baseline_p90,batch_p90,batch_date
Hormonal Contraceptives (years),missingness,0.145,0.2777777777777778,0.1327777777777778,0.2,False,,,,,,,,,,2026-05-21
IUD,missingness,0.15333333333333332,0.2777777777777778,0.12444444444444447,0.2,False,,,,,,,,,,2026-05-21
IUD (years),missingness,0.15333333333333332,0.2777777777777778,0.12444444444444447,0.2,False,,,,,,,,,,2026-05-21
STDs,missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs (number),missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs:condylomatosis,missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs:cervical condylomatosis,missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs:vaginal condylomatosis,missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs:vulvo-perineal condylomatosis,missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs:syphilis,missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs:pelvic inflammatory disease,missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs:genital herpes,missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs:molluscum contagiosum,missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs:AIDS,missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs:HIV,missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs:Hepatitis B,missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs:HPV,missingness,0.13833333333333334,0.2777777777777778,0.13944444444444445,0.2,False,,,,,,,,,,2026-05-21
STDs: Number of diagnosis,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-21
STDs: Time since first diagnosis,missingness,0.9116666666666666,0.9444444444444444,0.032777777777777795,0.2,False,,,,,,,,,,2026-05-21
STDs: Time since last diagnosis,missingness,0.9116666666666666,0.9444444444444444,0.032777777777777795,0.2,False,,,,,,,,,,2026-05-21
Dx:Cancer,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-21
Dx:CIN,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-21
Dx:HPV,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-21
Dx,missingness,0.0,0.0,0.0,0.2,False,,,,,,,,,,2026-05-21
Age,numeric_mean_shift,,,0.5472222222222243,16.536893207325036,False,26.841666666666665,27.38888888888889,8.268446603662518,2.0,evaluated,,,,,2026-05-21
Number of sexual partners,numeric_mean_shift,,,0.18149656946826775,2.8426416589727617,False,2.4939965694682678,2.3125,1.4213208294863808,2.0,evaluated,,,,,2026-05-21
First sexual intercourse,numeric_mean_shift,,,0.0842654735272177,5.682685168240056,False,17.026845637583893,17.11111111111111,2.841342584120028,2.0,evaluated,,,,,2026-05-21
Num of pregnancies,numeric_mean_shift,,,0.0651969491171247,2.8898958042130354,False,2.2877442273534636,2.3529411764705883,1.4449479021065177,2.0,evaluated,,,,,2026-05-21
Smokes (years),numeric_mean_shift,,,1.2073842642789117,8.348377098938085,False,1.277771648112245,0.07038738383333333,4.174188549469043,2.0,evaluated,,,,,2026-05-21
Smokes (packs/year),numeric_mean_shift,,,0.5015075143517007,5.168814372783842,False,0.5300187436683674,0.028511229316666664,2.584407186391921,2.0,evaluated,,,,,2026-05-21
Hormonal Contraceptives (years),numeric_mean_shift,,,0.39856179438791406,6.657269590848602,False,2.148561794387914,1.75,3.328634795424301,2.0,evaluated,,,,,2026-05-21
IUD (years),numeric_mean_shift,,,0.17966081162931558,3.8999663494184356,False,0.5380314960629922,0.7176923076923077,1.9499831747092178,2.0,evaluated,,,,,2026-05-21
STDs (number),numeric_mean_shift,,,0.10876357684868324,1.1281255676643072,False,0.18568665377176016,0.07692307692307693,0.5640627838321536,2.0,evaluated,,,,,2026-05-21
STDs: Time since first diagnosis,numeric_mean_shift,,,0.2075471698113205,12.29357862754772,False,6.7924528301886795,7.0,6.14678931377386,2.0,evaluated,,,,,2026-05-21
STDs: Time since last diagnosis,numeric_mean_shift,,,0.5849056603773581,11.96426706915961,False,6.415094339622642,7.0,5.982133534579805,2.0,evaluated,,,,,2026-05-21
STDs: Number of diagnosis,numeric_mean_shift,,,0.037777777777777785,0.6264793288460052,False,0.09333333333333334,0.05555555555555555,0.3132396644230026,2.0,evaluated,,,,,2026-05-21
biopsy_positive_probability,prediction_score_shift,,,0.0638499439927932,0.4259344422100742,False,0.38458400504944135,0.32073406105664815,0.2129672211050371,2.0,evaluated,0.379600481873688,0.4060185232477316,0.654570413149166,0.5958030834509767,2026-05-21
